Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),distance_km
21,4.9,Meal ,motorcycle ,38,17.138041435510257
36,4.6,Meal ,electric_scooter ,25,1.5127140854704322
36,4.6,Meal ,motorcycle ,26,16.38489468676721
20,4.2,Snack ,motorcycle ,27,4.560926278066122
29,4.6,Buffet ,motorcycle ,30,19.76237198367898
30,3.8,Snack ,motorcycle ,42,16.60096646627219
26,4.9,Drinks ,motorcycle ,21,3.1053645449072986
28,5.0,Snack ,scooter ,20,3.0600204990367312
20,4.6,Buffet ,scooter ,12,17.09838855662463
32,4.9,Drinks ,scooter ,15,7.762480218802449
39,4.2,Meal ,motorcycle ,49,13.429052145534714
39,4.7,Drinks ,motorcycle ,46,17.097972861362276
39,4.8,Drinks ,motorcycle ,26,6.037118440222451
33,4.6,Buffet ,motorcycle ,22,13.58258356489648
36,4.9,Drinks ,scooter ,23,1.5147861398649296
28,4.6,Snack ,motorcycle ,14,6.232341754608859
28,4.7,Buffet ,motorcycle ,14,4.540785657913952
29,4.6,Buffet ,electric_scooter ,34,13.610807781529353
31,4.7,Meal ,motorcycle ,25,9.31544163550089
29,4.6,Drinks ,scooter ,14,1.572533729286321
32,4.8,Buffet ,scooter ,22,7.8626681674103684
26,4.7,Drinks ,motorcycle ,31,12.233151216488597
20,5.0,Meal ,scooter ,27,6.209735433842075
39,4.4,Drinks ,motorcycle ,53,19.37374583495492
39,4.8,Meal ,motorcycle ,35,8.937863682516157
21,4.9,Buffet ,motorcycle ,15,1.5545020843140125
33,4.7,Buffet ,scooter ,23,6.037529176542177
35,4.4,Drinks ,motorcycle ,34,10.880905305082543
27,4.8,Drinks ,motorcycle ,20,3.0645104714747093
33,4.7,Drinks ,motorcycle ,48,12.419464414087114
26,5.0,Meal ,scooter ,29,19.762382255532906
30,4.6,Drinks ,motorcycle ,19,4.674181485440602
35,4.5,Meal ,electric_scooter ,30,13.83000931143171
36,4.9,Snack ,motorcycle ,10,1.5323596444882273
35,4.9,Drinks ,motorcycle ,20,4.656983638230308
38,4.0,Drinks ,motorcycle ,31,6.29013467763468
29,4.6,Drinks ,bicycle ,35,16.83409066322075
30,4.4,Meal ,scooter ,32,7.660692882261043
23,4.7,Buffet ,scooter ,22,9.056024276265346
38,4.7,Drinks ,motorcycle ,16,3.10533227339685
20,4.9,Drinks ,motorcycle ,18,4.5607380187107855
35,5.0,Buffet ,scooter ,43,10.923997060639222
30,4.8,Meal ,scooter ,16,3.116121839413475
28,4.5,Snack ,motorcycle ,11,7.448363764234237
25,4.9,Snack ,scooter ,25,16.830461294557434
32,4.0,Buffet ,motorcycle ,33,7.648947507755509
31,4.7,Drinks ,motorcycle ,21,4.395530071409622
21,4.9,Buffet ,electric_scooter ,15,19.659373527443684
27,4.7,Drinks ,motorcycle ,22,19.972929947942482
24,4.4,Snack ,motorcycle ,40,12.236322809891128
36,4.7,Drinks ,scooter ,27,16.412644001439748
32,5.0,Snack ,motorcycle ,26,6.209250269756872
30,4.9,Drinks ,scooter ,17,16.153788730846898
31,4.2,Buffet ,motorcycle ,25,1.5607236381087306
29,4.8,Meal ,electric_scooter ,11,7.601304456856061
23,4.5,Snack ,motorcycle ,29,4.537571350180709
21,4.9,Buffet ,scooter ,19,1.4901739564930154
34,4.7,Meal ,motorcycle ,34,12.43584244017328
25,4.6,Snack ,motorcycle ,25,20.85172635753384
21,5.0,Meal ,scooter ,15,1.5293087736834532
35,3.6,Drinks ,motorcycle ,35,17.137879924186517
29,5.0,Drinks ,motorcycle ,22,6.081204324626466
31,4.0,Drinks ,motorcycle ,31,6.2086819840397665
32,4.9,Meal ,scooter ,29,17.137487720369517
21,4.8,Drinks ,motorcycle ,26,7.661250453808297
29,4.6,Buffet ,scooter ,14,9.326872529115304
21,5.0,Buffet ,motorcycle ,17,3.073618468414786
29,4.6,Buffet ,scooter ,16,4.6741517745550425
30,5.0,Buffet ,motorcycle ,40,10.906042243292653
23,4.7,Meal ,scooter ,19,10.569528655031586
21,5.0,Snack ,motorcycle ,15,4.6103798439313035
38,4.1,Snack ,scooter ,39,9.348298807291807
37,4.8,Snack ,motorcycle ,45,16.608214361065517
36,4.1,Snack ,motorcycle ,33,7.601304456856061
25,4.1,Buffet ,scooter ,31,4.544085706303389
29,4.6,Snack ,motorcycle ,33,2892.190782839895
23,4.4,Meal ,motorcycle ,24,1.5099223008305656
20,4.7,Buffet ,electric_scooter ,14,10.563519849475314
28,4.9,Snack ,motorcycle ,23,10.72467208673564
31,4.0,Drinks ,motorcycle ,35,19.91703823583007
32,4.9,Snack ,scooter ,23,7.8626681674103684
33,4.7,Meal ,motorcycle ,33,4.528158738548494
33,4.6,Snack ,scooter ,29,12.463962426993913
26,4.6,Snack ,scooter ,16,1.554424975889475
22,4.9,Meal ,motorcycle ,25,6.128899374764088
29,4.8,Buffet ,electric_scooter ,25,9.075521306663484
28,4.8,Buffet ,motorcycle ,26,9.056095962462345
23,4.7,Buffet ,motorcycle ,15,5.9587562421893265
32,4.0,Buffet ,motorcycle ,44,10.445083298990602
32,4.0,Buffet ,motorcycle ,34,6.209089325963786
25,4.7,Meal ,scooter ,14,1.5321262845594088
38,4.7,Buffet ,motorcycle ,28,3.0408160982095778
37,4.4,Drinks ,motorcycle ,32,12.21019916553915
38,4.6,Drinks ,scooter ,28,6.29013467763468
39,4.2,Meal ,motorcycle ,49,14.022268860182423
29,4.8,Drinks ,motorcycle ,18,6.058876303739157
21,4.6,Drinks ,motorcycle ,22,5.959357904254251
21,4.9,Buffet ,motorcycle ,10,12.162115707005645
35,4.6,Buffet ,motorcycle ,22,14.022253362357834
28,4.9,Meal ,scooter ,18,9.059751696610585
39,4.9,Snack ,scooter ,28,6.037440799484659
34,4.2,Buffet ,motorcycle ,31,19.359307695550992
31,4.6,Meal ,scooter ,19,9.326829542520468
36,4.9,Drinks ,motorcycle ,23,17.074904296042025
29,4.5,Meal ,motorcycle ,45,13.406088270680275
35,4.1,Snack ,motorcycle ,33,9.12201685083382
27,4.8,Snack ,scooter ,16,3.060557773040758
39,4.5,Drinks ,motorcycle ,30,9.220397882984718
32,4.7,Buffet ,motorcycle ,46,20.85227088046227
29,4.6,Snack ,scooter ,18,19.916122613819716
39,4.9,Meal ,motorcycle ,25,3.0736267316959007
32,4.4,Drinks ,scooter ,49,20.848074005447355
27,4.9,Buffet ,scooter ,28,16.659974055073302
32,4.8,Drinks ,scooter ,45,13.988777563349286
29,4.5,Snack ,motorcycle ,11,9.326827803405624
32,4.6,Snack ,electric_scooter ,18,3.1162385581768866
39,4.7,Buffet ,motorcycle ,16,1.5100935919216978
25,5.0,Meal ,scooter ,39,10.426910834184746
25,4.7,Buffet ,scooter ,15,12.209740515439856
32,5.0,Buffet ,scooter ,41,17.13802247711509
38,4.6,Snack ,motorcycle ,28,6.210605364096597
31,4.8,Snack ,motorcycle ,28,17.09838536204264
22,4.4,Meal ,motorcycle ,19,4.49428758888079
28,4.5,Snack ,motorcycle ,23,6.081440797008078
28,4.5,Drinks ,scooter ,14,7.761284984440735
28,4.6,Buffet ,motorcycle ,20,3.0187008024382194
28,4.0,Snack ,motorcycle ,44,19.65875217196504
24,4.8,Meal ,scooter ,27,17.29786575291325
38,4.9,Buffet ,scooter ,29,13.406088270680275
25,4.3,Drinks ,scooter ,33,20.557590810035766
37,4.8,Buffet ,motorcycle ,28,4.46479590112666
22,4.1,Snack ,motorcycle ,34,7.761780026108867
29,4.6,Meal ,motorcycle ,17,3.145067434621583
38,4.7,Buffet ,motorcycle ,25,9.19040310530244
25,4.1,Drinks ,motorcycle ,35,12.292722741488559
39,4.8,Snack ,motorcycle ,40,7.761780026108867
35,4.9,Meal ,scooter ,26,9.264648568906683
22,4.3,Meal ,scooter ,42,14.15280068944862
29,4.8,Meal ,motorcycle ,20,13.682164847733755
37,4.1,Drinks ,motorcycle ,49,20.25401003649676
30,4.2,Meal ,scooter ,32,6.210145663324764
36,4.3,Meal ,scooter ,34,6.242091375521393
15,1.0,Buffet ,scooter ,38,10.725566076623075
28,4.8,Meal ,electric_scooter ,16,6.29013467763468
29,4.7,Buffet ,motorcycle ,23,5.874189001970692
31,4.5,Meal ,scooter ,33,12.099354574706966
31,5.0,Drinks ,scooter ,49,13.990536544120216
21,4.5,Meal ,motorcycle ,12,1.5526496306637072
24,4.8,Snack ,electric_scooter ,11,7.8626681674103684
38,4.6,Meal ,scooter ,26,11.007734763744617
35,4.4,Drinks ,scooter ,36,13.58308621493501
29,4.9,Drinks ,motorcycle ,28,4.528289130580048
30,4.6,Drinks ,scooter ,29,6.040113680144922
34,4.1,Snack ,motorcycle ,34,1.4981846390601354
28,4.5,Snack ,motorcycle ,22,12.108722441981682
26,4.6,Drinks ,motorcycle ,17,7.5499128940674956
29,4.5,Drinks ,motorcycle ,18,1.5525607701091517
35,4.7,Snack ,motorcycle ,28,6.146925931738805
30,5.0,Buffet ,scooter ,23,20.44292976252901
22,4.7,Snack ,scooter ,12,4.674220356187267
39,4.9,Snack ,motorcycle ,23,9.31399060766806
27,4.5,Buffet ,motorcycle ,17,4.588321086013583
34,4.7,Drinks ,electric_scooter ,24,3.0202827050890524
21,5.0,Meal ,motorcycle ,13,12.435540495461442
23,4.7,Drinks ,motorcycle ,24,4.561267998364189
31,4.6,Meal ,scooter ,28,3.1048274856004796
30,4.7,Buffet ,scooter ,10,9.314030628228021
38,5.0,Buffet ,motorcycle ,34,10.881197531246407
32,4.5,Drinks ,motorcycle ,25,20.176709024393567
26,4.3,Buffet ,motorcycle ,41,19.890514223034963
30,4.6,Drinks ,electric_scooter ,21,7.6597039787034085
29,4.6,Snack ,electric_scooter ,25,16.659838319169715
34,4.6,Snack ,motorcycle ,27,11.917649947586655
39,3.7,Meal ,scooter ,38,12.099096916817198
34,4.0,Snack ,scooter ,39,7.8626681674103684
24,4.8,Buffet ,motorcycle ,22,4.657195393807058
24,4.4,Buffet ,motorcycle ,32,10.564596934158217
28,4.7,Drinks ,scooter ,12,10.641436955070953
36,4.3,Buffet ,motorcycle ,26,1.526396912039431
23,4.5,Buffet ,scooter ,19,10.42999110860193
28,4.4,Drinks ,motorcycle ,32,6.054527674480537
24,4.9,Meal ,motorcycle ,16,19.614735355629914
22,4.5,Drinks ,motorcycle ,16,1.5523584795777219
38,3.6,Buffet ,motorcycle ,31,12.43553817483687
33,4.7,Buffet ,scooter ,27,6.118471180690497
35,4.6,Buffet ,motorcycle ,30,19.68841340777118
26,4.6,Meal ,scooter ,20,7.563759001970378
21,4.6,Drinks ,motorcycle ,31,8.953309267799316
37,4.8,Drinks ,scooter ,17,7.546781220484458
22,5.0,Buffet ,motorcycle ,25,3.025061641856169
25,4.8,Buffet ,electric_scooter ,17,9.326616887755375
20,4.6,Drinks ,motorcycle ,18,19.762382255532906
29,4.8,Snack ,scooter ,15,19.47107785123484
33,4.7,Meal ,scooter ,33,4.469166522803337
31,4.6,Buffet ,motorcycle ,33,6.116927321899057
34,3.5,Drinks ,scooter ,36,20.205788522337425
25,5.0,Snack ,scooter ,23,17.29786575291325
35,4.9,Meal ,motorcycle ,20,1.552697443893239
34,4.9,Meal ,motorcycle ,29,1.5126021292430176
28,4.6,Meal ,motorcycle ,27,14.15280068944862
23,4.6,Drinks ,scooter ,21,6.037118440222451
26,4.7,Buffet ,scooter ,28,13.969535082204027
20,4.7,Snack ,motorcycle ,13,1.5369139896079702
37,4.8,Buffet ,motorcycle ,44,13.61116354777465
39,4.4,Drinks ,scooter ,45,10.90598905626876
37,4.5,Meal ,scooter ,20,1.5204696675466998
33,4.6,Snack ,motorcycle ,44,13.428728629767383
20,4.9,Snack ,motorcycle ,17,3.109059104393369
28,4.9,Drinks ,motorcycle ,21,7.5456323538790695
35,4.8,Snack ,motorcycle ,30,7.648322354566645
30,4.5,Buffet ,motorcycle ,26,9.19149730046093
31,5.0,Buffet ,electric_scooter ,26,12.42069253996503
24,5.0,Buffet ,motorcycle ,20,13.18491228608386
23,4.7,Snack ,scooter ,17,3.145067434621583
28,4.9,Buffet ,scooter ,33,12.46426668801362
20,4.3,Meal ,motorcycle ,16,1.5580865162468949
24,4.5,Drinks ,motorcycle ,16,16.72211837577326
25,4.8,Snack ,motorcycle ,22,9.179538450826048
20,4.6,Meal ,motorcycle ,28,7.64537402705469
28,4.6,Drinks ,motorcycle ,24,13.973947080769713
25,4.7,Buffet ,motorcycle ,26,1.572533729286321
22,4.5,Buffet ,motorcycle ,19,3.145067434621583
23,4.6,Meal ,scooter ,14,3.025279772423236
39,5.0,Buffet ,motorcycle ,22,7.343586910761913
37,4.7,Snack ,scooter ,15,7.44855797957408
25,4.8,Meal ,motorcycle ,26,4.537940846050908
38,4.8,Meal ,scooter ,37,12.162418131175954
20,4.3,Buffet ,scooter ,37,19.879870677373706
20,4.4,Drinks ,motorcycle ,32,13.583078662317007
21,4.9,Meal ,scooter ,26,9.178605957040862
31,4.8,Buffet ,scooter ,13,1.5128534404983927
31,4.7,Snack ,electric_scooter ,26,4.528164580408178
24,4.6,Snack ,electric_scooter ,17,12.580267822400963
20,4.6,Meal ,motorcycle ,23,3.040697853651633
22,4.7,Buffet ,scooter ,31,10.565262855251525
36,4.9,Buffet ,motorcycle ,53,16.384366809227615
38,4.7,Meal ,scooter ,26,13.392839212002638
26,4.6,Buffet ,motorcycle ,14,1.5297232853100244
31,4.9,Buffet ,motorcycle ,46,7.683740930982763
35,4.7,Drinks ,motorcycle ,25,3.104803710518419
39,4.7,Meal ,motorcycle ,42,12.25501434480783
38,3.9,Buffet ,motorcycle ,41,12.580267822400963
25,4.6,Drinks ,scooter ,21,3.1161729217943797
25,4.9,Buffet ,motorcycle ,39,12.417907729746302
24,4.9,Snack ,electric_scooter ,20,3.108902629159348
29,4.6,Drinks ,motorcycle ,44,6.081389116676368
21,5.0,Snack ,scooter ,11,3.1050761845074675
30,4.6,Drinks ,scooter ,30,20.44292976252901
20,4.9,Buffet ,motorcycle ,12,13.789485363023294
25,4.6,Drinks ,scooter ,44,10.867232952679457
26,4.8,Meal ,scooter ,18,7.762510040102141
27,4.6,Meal ,scooter ,13,12.116946920849994
24,4.9,Meal ,electric_scooter ,10,11.983647402103102
21,4.9,Drinks ,motorcycle ,23,4.527915278149081
29,4.9,Snack ,scooter ,43,16.608175423267646
29,4.6,Meal ,motorcycle ,21,1.552697443893239
25,4.9,Snack ,motorcycle ,26,2.9962199455461898
36,4.6,Buffet ,electric_scooter ,31,9.060372371427242
25,4.7,Meal ,scooter ,15,3.0295354155430836
20,4.7,Drinks ,motorcycle ,24,12.418009922382469
29,4.6,Buffet ,scooter ,28,13.613850325840419
32,4.1,Drinks ,motorcycle ,37,19.670875908220225
37,4.7,Snack ,motorcycle ,27,9.121874253616898
38,4.5,Snack ,motorcycle ,25,7.342983872895803
26,4.1,Buffet ,electric_scooter ,35,20.206804295781904
33,4.1,Drinks ,motorcycle ,34,4.528282400326012
29,4.6,Drinks ,scooter ,28,9.074821802568852
30,5.0,Buffet ,motorcycle ,48,12.116886186590971
21,5.0,Meal ,motorcycle ,15,1.5320260227341909
29,4.6,Buffet ,motorcycle ,17,4.59663204175947
29,4.6,Buffet ,motorcycle ,23,3.0188764660307563
25,4.6,Snack ,motorcycle ,30,12.434913132379245
21,4.7,Meal ,scooter ,23,4.537905323142914
21,4.9,Drinks ,motorcycle ,36,13.973206773137713
26,4.6,Drinks ,scooter ,24,7.790401360105752
37,4.8,Buffet ,scooter ,25,3.0643606844471907
29,4.6,Drinks ,motorcycle ,17,11.983203974931632
36,4.8,Snack ,scooter ,30,7.683608397233649
25,5.0,Meal ,electric_scooter ,27,12.42059924680664
21,4.7,Drinks ,motorcycle ,29,4.674174529063472
22,4.7,Buffet ,motorcycle ,22,12.292848945038811
24,4.7,Drinks ,scooter ,14,4.68194281180349
29,4.9,Buffet ,motorcycle ,36,12.464066309794568
30,4.2,Drinks ,electric_scooter ,32,14.15280068944862
26,4.8,Snack ,motorcycle ,25,8.929061179189805
28,4.9,Snack ,motorcycle ,34,17.13752759379912
21,4.6,Snack ,motorcycle ,24,10.684082824870671
27,4.9,Meal ,motorcycle ,29,13.406088270680275
30,4.7,Meal ,motorcycle ,23,4.6819181980021165
33,4.0,Meal ,motorcycle ,54,17.137879924186517
39,4.6,Buffet ,motorcycle ,25,9.435201537430714
29,4.9,Meal ,motorcycle ,31,17.09806123890409
36,4.8,Meal ,scooter ,28,7.562108717550266
32,4.6,Meal ,motorcycle ,38,13.77113289483828
29,4.6,Meal ,motorcycle ,30,3896.995269750986
36,4.6,Snack ,motorcycle ,29,3.0644638558352577
36,4.7,Buffet ,scooter ,20,10.867473945951692
21,4.8,Buffet ,scooter ,12,13.763977224427641
32,4.3,Meal ,scooter ,37,13.68237887648496
30,5.0,Drinks ,electric_scooter ,38,20.253748386838097
22,5.0,Meal ,motorcycle ,29,16.826241648658115
26,4.0,Snack ,motorcycle ,32,13.680927409309072
26,4.7,Drinks ,motorcycle ,10,2.930180183062264
26,4.6,Snack ,motorcycle ,36,19.362541804304527
32,4.1,Meal ,motorcycle ,36,13.763778584951167
29,4.6,Drinks ,motorcycle ,18,1.509439424217718
27,4.8,Meal ,motorcycle ,18,4422.6622642685015
20,4.7,Buffet ,motorcycle ,45,12.484587017091192
32,4.7,Meal ,motorcycle ,28,7.44105617650967
29,4.6,Snack ,scooter ,21,10.708220667367794
34,4.2,Buffet ,motorcycle ,44,10.707345040408097
29,4.8,Drinks ,scooter ,10,20.205788522337425
30,4.0,Buffet ,motorcycle ,34,16.72076404537099
29,4.6,Buffet ,motorcycle ,11,1.5263879689833013
25,4.6,Drinks ,scooter ,17,1.529743511582863
24,4.8,Drinks ,motorcycle ,31,9.348109676504626
26,4.6,Buffet ,motorcycle ,32,19.915298664494237
23,4.6,Snack ,scooter ,17,19.974363119323215
39,4.6,Drinks ,scooter ,29,20.285136523122805
27,4.7,Drinks ,motorcycle ,41,10.866202682035913
25,4.6,Buffet ,motorcycle ,10,7.660951720810249
33,5.0,Buffet ,motorcycle ,28,4.528225009313327
38,4.1,Meal ,scooter ,38,13.788581570141362
37,4.8,Snack ,motorcycle ,23,7.601874226722028
23,4.7,Snack ,electric_scooter ,16,7.7626058902454
22,4.5,Drinks ,motorcycle ,14,7.573406195224182
39,4.3,Buffet ,motorcycle ,39,4.560928430651938
26,4.7,Meal ,scooter ,23,7.648947507755509
25,4.4,Buffet ,motorcycle ,28,1.5126021292430176
33,3.5,Buffet ,scooter ,41,20.20634489518928
39,5.0,Snack ,scooter ,25,4.544215521132343
21,4.8,Buffet ,motorcycle ,11,8.92908688893574
31,4.6,Buffet ,motorcycle ,38,20.178893713604634
27,4.8,Buffet ,motorcycle ,15,9.07434222926449
39,4.7,Drinks ,motorcycle ,46,16.824772113250834
36,3.5,Meal ,motorcycle ,40,12.099096916817198
37,4.7,Drinks ,motorcycle ,15,1.572533729286321
26,4.9,Meal ,electric_scooter ,16,16.90295553948897
25,4.8,Buffet ,motorcycle ,37,4.658001279265391
27,4.9,Snack ,motorcycle ,23,1.536836906549953
21,4.9,Drinks ,motorcycle ,29,19.760907746586085
32,5.0,Meal ,scooter ,15,7.448303502970493
39,4.2,Drinks ,motorcycle ,30,2.979763497462109
26,4.5,Meal ,motorcycle ,19,3.145067434621583
21,4.5,Meal ,scooter ,18,9.088011034370515
23,4.8,Buffet ,motorcycle ,29,14.15280068944862
30,4.6,Drinks ,scooter ,33,6.29013467763468
21,4.7,Drinks ,motorcycle ,35,16.636808584025776
26,5.0,Snack ,scooter ,24,4.717601092054723
36,3.7,Snack ,motorcycle ,39,20.887734854501286
21,4.9,Drinks ,motorcycle ,33,10.586910515510665
32,5.0,Drinks ,motorcycle ,16,9.315729044609785
36,4.6,Drinks ,motorcycle ,28,17.07353769061412
21,4.9,Drinks ,electric_scooter ,40,13.83000931143171
21,4.9,Snack ,electric_scooter ,28,4.596534542243907
37,4.6,Buffet ,electric_scooter ,30,4.528162065607132
22,4.8,Buffet ,electric_scooter ,23,13.682164589270348
25,4.7,Snack ,scooter ,14,4.589834614418373
26,4.8,Drinks ,motorcycle ,39,10.564987742503256
32,4.6,Buffet ,scooter ,28,12.256927745913815
24,4.6,Meal ,scooter ,26,16.64729968728447
33,4.7,Buffet ,motorcycle ,25,6.29013467763468
39,4.5,Drinks ,motorcycle ,19,3.064398872055142
20,4.6,Buffet ,motorcycle ,23,19.976644021152854
22,5.0,Meal ,motorcycle ,26,4.537516076226438
35,4.8,Drinks ,scooter ,24,19.36342948174777
30,3.6,Meal ,motorcycle ,32,12.464329547626278
34,4.6,Drinks ,motorcycle ,22,3.1162384958431986
20,4.9,Snack ,motorcycle ,16,3.0736336615831137
34,5.0,Snack ,motorcycle ,26,3.116212741612218
34,4.8,Meal ,scooter ,37,6.1756325722346865
22,4.9,Buffet ,motorcycle ,19,3.040697853651633
22,4.5,Snack ,motorcycle ,25,9.349055143284817
21,4.8,Buffet ,motorcycle ,39,12.257490517738452
24,4.4,Drinks ,motorcycle ,39,16.82066030021692
32,4.7,Drinks ,motorcycle ,25,3.1162880555409944
35,4.9,Drinks ,motorcycle ,28,10.707286388618611
38,4.7,Buffet ,motorcycle ,20,9.121491544069729
25,4.6,Meal ,motorcycle ,13,6.037448590044755
27,4.9,Snack ,electric_scooter ,16,19.68841340777118
33,4.5,Drinks ,electric_scooter ,15,6.037448590044755
38,4.8,Snack ,motorcycle ,49,1.5093764432901144
25,4.9,Meal ,scooter ,23,3.1053555451188637
26,5.0,Meal ,motorcycle ,29,4.471739409979227
35,4.9,Drinks ,motorcycle ,29,7.652510173139905
29,4.5,Drinks ,scooter ,10,1.5366213355982792
24,4.9,Snack ,electric_scooter ,26,7.790401360105752
24,5.0,Snack ,scooter ,15,4.544208221887867
39,4.8,Drinks ,scooter ,28,13.766192440641818
33,4.5,Drinks ,scooter ,26,16.659890497111146
35,4.0,Drinks ,motorcycle ,34,7.562501497648588
24,4.7,Meal ,scooter ,20,4.579062734595836
34,4.8,Snack ,motorcycle ,29,6.037474189824093
36,4.9,Drinks ,scooter ,29,7.683253857182166
35,4.5,Snack ,scooter ,28,7.448627554424398
37,4.7,Meal ,motorcycle ,27,20.44292976252901
39,3.6,Meal ,scooter ,33,12.116950608888414
34,4.9,Snack ,motorcycle ,20,12.237791615217148
20,4.7,Meal ,scooter ,13,9.157727437937881
24,4.9,Meal ,motorcycle ,29,9.17624749258827
29,4.5,Snack ,scooter ,11,6.232380002107721
28,4.6,Meal ,motorcycle ,37,10.56497410160339
39,4.0,Drinks ,motorcycle ,45,10.590448391072325
37,4.8,Buffet ,motorcycle ,20,3.0644047273699666
30,4.1,Meal ,motorcycle ,52,16.659963190057415
26,5.0,Snack ,motorcycle ,29,4.539068203248638
37,5.0,Snack ,motorcycle ,28,19.688394563498182
26,4.7,Meal ,motorcycle ,16,14.022136830289478
31,4.6,Snack ,motorcycle ,37,7.790237052802913
36,4.8,Meal ,scooter ,16,7.646414103068861
33,4.3,Buffet ,scooter ,32,20.177519993018656
34,3.6,Snack ,scooter ,34,20.506907204759106
36,4.7,Meal ,motorcycle ,25,1.5366213355982792
37,4.2,Buffet ,motorcycle ,30,4.6105980334862275
36,3.6,Buffet ,electric_scooter ,36,12.254988311075596
23,4.9,Drinks ,scooter ,10,4.595393825646015
38,4.3,Buffet ,motorcycle ,32,7.660582694185052
33,4.3,Meal ,scooter ,43,17.29786575291325
32,4.9,Meal ,motorcycle ,30,3.0408160982095778
29,4.6,Meal ,electric_scooter ,29,19.97456846935303
30,4.5,Buffet ,scooter ,16,9.435201537430714
27,4.7,Snack ,scooter ,17,4.589124571257244
38,4.7,Drinks ,motorcycle ,15,10.595309036751567
24,4.8,Snack ,motorcycle ,24,17.29786575291325
24,4.5,Meal ,electric_scooter ,19,16.384324359677578
38,4.1,Buffet ,scooter ,33,6.232373004507649
31,4.2,Buffet ,scooter ,37,12.435806041180756
30,4.6,Snack ,motorcycle ,46,10.704238934519315
22,4.9,Drinks ,scooter ,16,6.12918392293498
23,4.7,Buffet ,motorcycle ,38,12.162115936702182
25,4.8,Meal ,scooter ,14,2.9802493849187557
25,5.0,Snack ,motorcycle ,39,13.990151177257511
37,4.6,Buffet ,scooter ,29,7.719540460983309
38,4.6,Drinks ,scooter ,15,9.087965501261484
30,4.8,Meal ,scooter ,26,1.509439424217718
21,4.7,Meal ,motorcycle ,29,20.18126391655723
34,4.3,Meal ,motorcycle ,33,12.464329297636581
35,4.9,Meal ,electric_scooter ,15,4.544228016639666
31,4.9,Buffet ,electric_scooter ,20,19.68841340777118
24,4.9,Meal ,scooter ,28,4.541158367023063
32,4.0,Drinks ,motorcycle ,32,6.128627670485153
35,4.6,Meal ,motorcycle ,51,19.36427479298585
23,4.9,Drinks ,motorcycle ,29,10.868262820109699
26,4.6,Buffet ,scooter ,29,9.088078142011637
23,4.8,Drinks ,motorcycle ,14,4.4942066418864055
36,4.9,Snack ,motorcycle ,18,4.674174529063472
32,4.9,Meal ,motorcycle ,33,4.717601092054723
31,4.6,Buffet ,motorcycle ,25,10.724750462255022
23,4.8,Buffet ,motorcycle ,23,10.867476143445908
29,4.8,Drinks ,electric_scooter ,14,1.572533729286321
30,4.6,Drinks ,scooter ,17,9.313528459380548
33,4.2,Snack ,motorcycle ,49,4.6103798439313035
29,4.6,Snack ,motorcycle ,38,16.720678992752937
37,4.0,Buffet ,scooter ,48,10.721987300671117
23,2.8,Snack ,motorcycle ,31,10.25532745170433
22,4.7,Drinks ,motorcycle ,29,19.91059239709516
35,4.7,Buffet ,scooter ,15,4.537647566708254
